                              72    0     0    10.3151     0    25
                              73    1     0    10.8348     0    33
                              74    1     0    10.0860     1    18
                              75    0     0    10.3834     0    22
                              76    0     0    11.5832     0    48
                              77    0     0    10.6132     0    33
                              78    1     0    10.2929     0    22
                              79    0     0     8.1233     0    11
                              80    0     1    10.4624     0    25
                              81    0     0    10.8829     0    28
                              82    0     0     6.5309     0     0
                              83    0     0     9.2903     0    16
                              84    0     0     8.5473     0     0
                              85    0     0     9.5360     0    17
                              86    0     0    10.0354     0    18
                              87    0     0    10.7990     0    33
                              88    0     0    10.6030     0    28
                              89    0     0     9.8694     0    18
                              90    0     0     9.8674     0    26
                              91    0     0    10.7142     0    33
                              92    1     0    10.0682     0    18
                              93    1     1     9.7707     0    16
                              94    0     0    10.2621     0    22
                              95    1     0     9.2399     0    14
                              96    1     0    10.3183     0    22
                              97    0     0     7.8438     0     0
                              98    0     1     8.7957     0    11
                              99    0     0     9.3165     0    14
                             100    0     0     9.1143     0    15
                             101    1     0    10.8855     0    25
                             102    1     0    10.2521     1    18
                             103    1     0    10.0090     1    18
                             104    0     0    10.6974     0    33
                             105    0     0     8.3362     0    11
                             106    1     0     9.5975     0    14
                             107    1     0    10.3219     0    22
                             108    0     0    10.2140     1    20
                             109    1     0    10.5881     0    25
                             110    0     0    10.6036     0    33
                             111    1     0    10.4686     0    28
                             112    1     0     8.0898     0     0
                             113    0     0     9.6791     0    20
                             114    0     0     8.8407     0    14
                             115    1     0     9.7321     0    23
                             116    0     0     8.9702     0    11
                             117    0     0    11.0686     0    38
                             118    0     0     9.0158     0    12
                             119    1     0    11.1949     1    38
                             120    0     0    11.6186     1    42
                             121    0     0     8.9084     0    11
                             122    1     0    10.1471     0    22
                             123    0     0     9.3042     0    16
                             124    0     0     7.6728     0     0
                             125    0     1     8.3610     0     0
                             126    1     0     9.6550     0    18
                             127    1     0    10.4189     0    28
                             128    1     1     9.7649     0    12
                             129    1     0    10.0498     0    22
                             130    0     1    10.2774     0    18
                             131    0     0     9.8210     0    23
                             132    1     0     9.7810     0    17
                             133    1     0     9.1321     0    14
                             134    1     0    10.1737     1    18
                             135    1     0    10.4638     1    25
                             136    0     0     9.7388     1    18
                             137    1     0     9.6372     1    14
                             138    1     0     9.6767     0    14
                             139    1     1    10.8922     0    42
                             140    1     0    10.3098     0    28
                             141    0     0    10.5692     0    28
                             142    0     0     7.9728     0     0
                             143    0     0    10.1567     1    16
                             144    1     0    11.1953     0    38
                             145    0     0    10.3230     0    25
                             146    0     0    10.5241     0    28
                             147    1     0    10.3883     0    24
                             148    1     0    11.0551     1    38
                             149    1     0    10.1234     0    22
                             150    1     1     9.5997     0    14
                             151    0     0    10.4521     0    30
                             152    1     0    10.2893     0    30
                             153    1     0    10.7028     0    33
                             154    0     0     6.9147     0     0
                             155    0     0     9.9345     0    24
                             156    0     1     8.7974     0     0
                             157    0     0     8.0919     0     0
                             158    1     0     8.1020     0    11
                             159    1     1    10.1138     1    14
                             160    1     1    10.6827     0    38
                             161    1     0    10.8285     0    28
                             162    0     0    10.0271     0    12
                             163    1     0     9.9238     0    18
                             164    0     0     9.4936     0    18
                             165    0     0     9.8505     0    16
                             166    1     0    10.8941     1    38
                             167    1     0    10.3754     0    14
                             168    0     0     7.4787     0     0
                             169    1     0     8.6810     0     0
                             170    0     0     8.7887     0    14
                             171    1     0     9.5345     0    14
                             172    1     1    12.8056     0    50
                             173    1     0    10.2959     0     0
                             174    0     0     8.8130     0    12
                             175    1     0     8.6723     0    14
                             176    1     0     9.0926     0    12
                             177    0     0    10.5824     0    25
                             178    0     1    10.7529     0    33
                             179    0     0     8.3736     0    11
                             180    0     0    10.5451     0    25
                             181    1     0    10.9627     0    33
                             182    1     0     9.4057     0    18
                             183    0     0     9.5775     0    20
                             184    0     0     9.5686     0    20
                             185    0     0     8.9127     0    14
                             186    0     0    10.5103     1    28
                             187    0     0     9.3978     0    18
                             188    1     0    10.8315     1    33
                             189    1     0     9.3425     1     0
                             190    0     0     9.1701     0    15
                             191    1     0     9.5680     0    28
                             192    1     0    10.4139     0    25
